Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
NOS1AP		1q23.3	AMP	112	816	13.7%	No
PMVK		1q21.3	AMP	112	816	13.7%	No
TDRKH		1q21.3	AMP	112	816	13.7%	No
VPS45		1q21.2	AMP	112	816	13.7%	No
POGZ		1q21.3	AMP	112	816	13.7%	No
OAZ3		1q21.3	AMP	112	816	13.7%	No
EGLN1		1q42.2	AMP	112	816	13.7%	No
LENEP		1q21.3	AMP	112	816	13.7%	No
OTUD7B		1q21.2	AMP	112	816	13.7%	No
PBXIP1		1q21.3	AMP	112	816	13.7%	No
CGN		1q21.3	AMP	112	816	13.7%	No
ZP4		1q43	AMP	112	816	13.7%	No
ARV1		1q42.2	AMP	112	816	13.7%	No
MRPL9		1q21.3	AMP	112	816	13.7%	No
FLAD1		1q21.3	AMP	112	816	13.7%	No
SNX27		1q21.3	AMP	112	816	13.7%	No
SPRTN		1q42.2	AMP	112	816	13.7%	Yes
PYGO2		1q21.3	AMP	112	816	13.7%	No
C1ORF131		1q42.2	AMP	112	816	13.7%	No
EXOC8		1q42.2	AMP	112	816	13.7%	No
LINGO4		1q21.3	AMP	112	816	13.7%	No
FAM89A		1q42.2	AMP	112	816	13.7%	No
FLG2		1q21.3	AMP	112	816	13.7%	No
TRIM67		1q42.2	AMP	112	816	13.7%	No
NBPF18P		1q21.3	AMP	112	816	13.7%	No
MT1HL1		1q43	AMP	112	816	13.7%	No
SNORA44		1p35.3	AMP	112	816	13.7%	No
MTRNR2L11		1q43	AMP	112	816	13.7%	No
RNA5SP80		1q42.2	AMP	112	816	13.7%	No
RNA5SP81	6.389e-22		AMP	112	816	13.7%	No
GALNT2		1q42.13	AMP	111	816	13.6%	No
GBA		1q22	AMP	111	816	13.6%	No
GBAP1		1q22	AMP	111	816	13.6%	No
KCNN3		1q21.3	AMP	111	816	13.6%	No
MTX1		1q22	AMP	111	816	13.6%	No
MUC1		1q22	AMP	111	816	13.6%	Yes
S100A11		1q21.3	AMP	111	816	13.6%	No
SDHC		1q23.3	AMP	111	816	13.6%	Yes
SLAMF1		1q23.3	AMP	111	816	13.6%	No
THBS3		1q22	AMP	111	816	13.6%	No
TCHH		1q21.3	AMP	111	816	13.6%	No
TSNAX		1q42.2	AMP	111	816	13.6%	No
CD84		1q23.3	AMP	111	816	13.6%	No
FAM189B		1q22	AMP	111	816	13.6%	No
MTMR11		1q21.2	AMP	111	816	13.6%	No
CELF3		1q21.3	AMP	111	816	13.6%	No
DISC1		1q42.2	AMP	111	816	13.6%	No
CRNN		1q21.3	AMP	111	816	13.6%	No
DPM3		1q22	AMP	111	816	13.6%	No
MAP10		1q42.2	AMP	111	816	13.6%	No
SLC50A1		1q22	AMP	111	816	13.6%	No
FMN2		1q43	AMP	111	816	13.6%	No
SIPA1L2		1q42.2	AMP	111	816	13.6%	No
GREM2		1q43	AMP	111	816	13.6%	No
TTC13		1q42.2	AMP	111	816	13.6%	No
PGBD5		1q42.13	AMP	111	816	13.6%	Yes
PCNX2		1q42.2	AMP	111	816	13.6%	No
TRIM46		1q22	AMP	111	816	13.6%	No
THEM4		1q21.3	AMP	111	816	13.6%	No
TCHHL1		1q21.3	AMP	111	816	13.6%	No
RPTN		1q21.3	AMP	111	816	13.6%	No
KRTCAP2		1q22	AMP	111	816	13.6%	No
RIIAD1		1q21.3	AMP	111	816	13.6%	No
HRNR		1q21.3	AMP	111	816	13.6%	No
MAP1LC3C	6.389e-22	1q43	AMP	111	816	13.6%	No
RNY4P25		1q21.3	AMP	111	816	13.6%	No
AGT		1q42.2	AMP	110	816	13.5%	No
CLK2		1q22	AMP	110	816	13.5%	No
KCNK1		1q42.2	AMP	110	816	13.5%	No
MDM4		1q32.1	AMP	110	816	13.5%	Yes
MMP16		8q21.3	AMP	110	816	13.5%	No
PBX1		1q23.3	AMP	110	816	13.5%	Yes
WNT9A		1q42.13	AMP	110	816	13.5%	No
HIST3H3		1q42.13	AMP	110	816	13.5%	Yes
SCAMP3		1q22	AMP	110	816	13.5%	No
SF3B4		1q21.2	AMP	110	816	13.5%	No
CAPN9		1q42.2	AMP	110	816	13.5%	No
COG2		1q42.2	AMP	110	816	13.5%	No
ATF6		1q23.3	AMP	110	816	13.5%	No
TRIM17		1q42.13	AMP	110	816	13.5%	No
CRCT1		1q21.3	AMP	110	816	13.5%	No
TRIM11		1q42.13	AMP	110	816	13.5%	No
OBSCN		1q42.13	AMP	110	816	13.5%	No
NTPCR		1q42.2	AMP	110	816	13.5%	No
MAP3K21		1q42.2	AMP	110	816	13.5%	No
LCE3D		1q21.3	AMP	110	816	13.5%	No
C1ORF198		1q42.2	AMP	110	816	13.5%	No
WNT3A		1q42.13	AMP	110	816	13.5%	No
HIST3H2A		1q42.13	AMP	110	816	13.5%	No
HIST3H2BB		1q42.13	AMP	110	816	13.5%	No
RNF187		1q42.13	AMP	110	816	13.5%	No
LCE5A		1q21.3	AMP	110	816	13.5%	No
CFAP126		1q23.3	AMP	110	816	13.5%	No
THEM5		1q21.3	AMP	110	816	13.5%	No
LCE3B		1q21.3	AMP	110	816	13.5%	No
LCE3C		1q21.3	AMP	110	816	13.5%	No
LCE3E		1q21.3	AMP	110	816	13.5%	No
BTNL10		1q42.13	AMP	110	816	13.5%	No
RNA5S1		1q42.13	AMP	110	816	13.5%	No
RNA5S2		1q42.13	AMP	110	816	13.5%	No
RNA5S3		1q42.13	AMP	110	816	13.5%	No
RNA5S4		1q42.13	AMP	110	816	13.5%	No
RNA5S5		1q42.13	AMP	110	816	13.5%	No
RNA5S6		1q42.13	AMP	110	816	13.5%	No
RNA5S7		1q42.13	AMP	110	816	13.5%	No
RNA5S8		1q42.13	AMP	110	816	13.5%	No
RNA5S9		1q42.13	AMP	110	816	13.5%	No
RNA5S10		1q42.13	AMP	110	816	13.5%	No
RNA5S11		1q42.13	AMP	110	816	13.5%	No
RNA5S12		1q42.13	AMP	110	816	13.5%	No
RNA5S13		1q42.13	AMP	110	816	13.5%	No
RNA5S14		1q42.13	AMP	110	816	13.5%	No
RNA5S15		1q42.13	AMP	110	816	13.5%	No
RNA5S16		1q42.13	AMP	110	816	13.5%	No
RNA5S17		1q42.13	AMP	110	816	13.5%	No
C2CD4D		1q21.3	AMP	110	816	13.5%	No
RNA5SP18		1q42.13	AMP	110	816	13.5%	No
RNA5SP19		1q42.13	AMP	110	816	13.5%	No
RNA5SP79		1q42.2	AMP	110	816	13.5%	No
ACTA1		1q42.13	AMP	109	816	13.4%	No
ARF1		1q42.13	AMP	109	816	13.4%	No
BCL9		1q21.2	AMP	109	816	13.4%	Yes
FCGR1A		1q21.2	AMP	109	816	13.4%	No
FCGR1B		1p11.2	AMP	109	816	13.4%	No
FCGR2A		1q23.3	AMP	109	816	13.4%	No
FCGR2B		1q23.3	AMP	109	816	13.4%	Yes
FCGR3A		1q23.3	AMP	109	816	13.4%	No
FCGR3B		1q23.3	AMP	109	816	13.4%	No
FMO5		1q21.1	AMP	109	816	13.4%	No
GJA5		1q21.2	AMP	109	816	13.4%	No
GJA8		1q21.2	AMP	109	816	13.4%	No
GUK1		1q42.13	AMP	109	816	13.4%	No
HSPA6		1q23.3	AMP	109	816	13.4%	No
SMCP		1q21.3	AMP	109	816	13.4%	No
PDZK1		1q21.1	AMP	109	816	13.4%	No
PIK3C2B		1q32.1	AMP	109	816	13.4%	Yes
PRKAB2		1q21.1	AMP	109	816	13.4%	No
RAB4A		1q42.13	AMP	109	816	13.4%	No
S100A8		1q21.3	AMP	109	816	13.4%	No
S100A9		1q21.3	AMP	109	816	13.4%	No
S100A12		1q21.3	AMP	109	816	13.4%	No
HIST2H2AA3		1q21.2	AMP	109	816	13.4%	No
HIST2H2AC		1q21.2	AMP	109	816	13.4%	No
HIST2H2BE		1q21.2	AMP	109	816	13.4%	No
HIST2H4A		1q21.2	AMP	109	816	13.4%	No
CDC42BPA		1q42.13	AMP	109	816	13.4%	No
ITGA10		1q21.1	AMP	109	816	13.4%	No
PEX11B		1q21.1	AMP	109	816	13.4%	No
FCGR2C		1q23.3	AMP	109	816	13.4%	No
SEC22B		1p12	AMP	109	816	13.4%	No
CHD1L		1q21.1	AMP	109	816	13.4%	No
PDE4DIP		1q21.2	AMP	109	816	13.4%	Yes
RBM8A		1q21.1	AMP	109	816	13.4%	No
PIAS3		1q21.1	AMP	109	816	13.4%	No
LRRN2		1q32.1	AMP	109	816	13.4%	No
POLR3C		1q21.1	AMP	109	816	13.4%	No
TXNIP		1q21.1	AMP	109	816	13.4%	No
SPHAR		1q42.13	AMP	109	816	13.4%	No
CD160		1q21.1	AMP	109	816	13.4%	No
ERLIN2	0	8p11.23	AMP	109	816	13.4%	No
DUSP12		1q23.3	AMP	109	816	13.4%	No
PLEKHA6		1q32.1	AMP	109	816	13.4%	No
NBPF14		1q21.2	AMP	109	816	13.4%	No
LCE2B		1q21.3	AMP	109	816	13.4%	No
RNF115		1q21.1	AMP	109	816	13.4%	No
DCAF8		1q23.2	AMP	109	816	13.4%	No
BOLA1		1q21.2	AMP	109	816	13.4%	No
ACP6		1q21.2	AMP	109	816	13.4%	No
GPR89B		1q21.2	AMP	109	816	13.4%	No
NUP133		1q42.13	AMP	109	816	13.4%	No
ASH1L		1q22	AMP	109	816	13.4%	No
PGLYRP4		1q21.3	AMP	109	816	13.4%	No
GJC2		1q42.13	AMP	109	816	13.4%	No
HCN3		1q22	AMP	109	816	13.4%	No
RHOU		1q42.13	AMP	109	816	13.4%	No
C1ORF35		1q42.13	AMP	109	816	13.4%	No
POLR3GL		1q21.1	AMP	109	816	13.4%	No
FCRLA		1q23.3	AMP	109	816	13.4%	No
GNRHR2		1q21.1	AMP	109	816	13.4%	No
SLAMF6		1q23.2-q23.3	AMP	109	816	13.4%	No
CCSAP		1q42.13	AMP	109	816	13.4%	No
HIST2H3C		1q21.2	AMP	109	816	13.4%	Yes
LIX1L		1q21.1	AMP	109	816	13.4%	No
MRPL55		1q42.13	AMP	109	816	13.4%	No
HJV		1q21.1	AMP	109	816	13.4%	No
ANKRD35		1q21.1	AMP	109	816	13.4%	No
NBPF12		1q21.1	AMP	109	816	13.4%	No
CNIH3		1q42.12	AMP	109	816	13.4%	No
LCE4A		1q21.3	AMP	109	816	13.4%	No
NBPF11		1q21.2	AMP	109	816	13.4%	No
NUDT17		1q21.1	AMP	109	816	13.4%	No
IBA57		1q42.13	AMP	109	816	13.4%	No
NBPF15		1q21.1	AMP	109	816	13.4%	No
ANKRD34A		1q21.1	AMP	109	816	13.4%	No
HIST2H2AB		1q21.2	AMP	109	816	13.4%	No
HIST2H3A		1q21.2	AMP	109	816	13.4%	Yes
HIST2H2BA		1p11.2	AMP	109	816	13.4%	No
LCE1A		1q21.3	AMP	109	816	13.4%	No
LCE2A		1q21.3	AMP	109	816	13.4%	No
LCE2C		1q21.3	AMP	109	816	13.4%	No
LCE2D		1q21.3	AMP	109	816	13.4%	No
LCE3A		1q21.3	AMP	109	816	13.4%	No
NOTCH2NLA		1q21.1	AMP	109	816	13.4%	No
LINC00302		1q21.3	AMP	109	816	13.4%	No
NBPF9		1q21.2	AMP	109	816	13.4%	No
HIST2H2BF		1q21.2	AMP	109	816	13.4%	No
KPRP		1q21.3	AMP	109	816	13.4%	No
LCE6A		1q21.3	AMP	109	816	13.4%	No
FAM72C		1q21.1	AMP	109	816	13.4%	No
HIST2H4B		1q21.2	AMP	109	816	13.4%	No
OBSCN-AS1		1q42.13	AMP	109	816	13.4%	No
IBA57-DT		1q42.13	AMP	109	816	13.4%	No
RPL31P11		1q23.3	AMP	109	816	13.4%	No
PPIAL4G		1q21.2	AMP	109	816	13.4%	No
PPIAL4D		1q21.1	AMP	109	816	13.4%	No
SRGAP2B		1q21.1	AMP	109	816	13.4%	No
PPIAL4A		1p11.2	AMP	109	816	13.4%	No
GPR89A		1q21.1	AMP	109	816	13.4%	No
PPIAL4C		1q21.2	AMP	109	816	13.4%	No
HIST2H3D		1q21.2	AMP	109	816	13.4%	Yes
FAM72B		1p11.2	AMP	109	816	13.4%	No
TMEM78		1q42.13	AMP	109	816	13.4%	No
HIST2H2AA4		1q21.2	AMP	109	816	13.4%	No
FAM72D		1q21.1	AMP	109	816	13.4%	No
NBPF8		1p11.2	AMP	109	816	13.4%	No
LINC00623		1p11.2	AMP	109	816	13.4%	No
PDZK1P1		1q21.2	AMP	109	816	13.4%	No
C1ORF68		1q21.3	AMP	109	816	13.4%	No
NBPF10		1q21.1	AMP	109	816	13.4%	No
FCGR1CP		1q21.1	AMP	109	816	13.4%	No
LINC00582		1q42.2	AMP	109	816	13.4%	No
NBPF20		1q21.1	AMP	109	816	13.4%	No
HYDIN2		1q21.1	AMP	109	816	13.4%	No
LINC00624		1q21.1-q21.2	AMP	109	816	13.4%	No
RNA5SP74		1q32.1	AMP	109	816	13.4%	No
ANKRD20A12P		-	AMP	109	816	13.4%	No
ATP1A2		1q23.2	AMP	108	816	13.2%	No
ATP1A4		1q23.2	AMP	108	816	13.2%	No
CASQ1		1q23.2	AMP	108	816	13.2%	No
FDPS		1q22	AMP	108	816	13.2%	No
KCNJ9		1q23.2	AMP	108	816	13.2%	No
KCNJ10		1q23.2	AMP	108	816	13.2%	No
LOR		1q21.3	AMP	108	816	13.2%	No
NVL		1q42.11	AMP	108	816	13.2%	No
PKLR		1q22	AMP	108	816	13.2%	No
S100A7		1q21.3	AMP	108	816	13.2%	No
TP53BP2		1q41	AMP	108	816	13.2%	No
TAGLN2		1q23.2	AMP	108	816	13.2%	No
PEA15		1q23.2	AMP	108	816	13.2%	No
URB2		1q42.13	AMP	108	816	13.2%	No
ZC3H11A		1q32.1	AMP	108	816	13.2%	No
ABCB10		1q42.13	AMP	108	816	13.2%	No
RUSC1		1q22	AMP	108	816	13.2%	No
CFAP45		1q23.2	AMP	108	816	13.2%	No
OLFML2B		1q23.3	AMP	108	816	13.2%	No
TAF5L		1q42.13	AMP	108	816	13.2%	No
CNIH4		1q42.11	AMP	108	816	13.2%	No
KLHDC8A		1q32.1	AMP	108	816	13.2%	No
VANGL2		1q23.2	AMP	108	816	13.2%	No
IGSF9		1q23.2	AMP	108	816	13.2%	No
WDR26		1q42.11-q42.12	AMP	108	816	13.2%	No
SLAMF9		1q23.2	AMP	108	816	13.2%	No
PIGM		1q23.2	AMP	108	816	13.2%	No
IGSF8		1q23.2	AMP	108	816	13.2%	No
PGLYRP3		1q21.3	AMP	108	816	13.2%	No
SNAP47		1q42.13	AMP	108	816	13.2%	No
SH2D1B		1q23.3	AMP	108	816	13.2%	No
DNAH14		1q42.12	AMP	108	816	13.2%	No
GOLT1A		1q32.1	AMP	108	816	13.2%	No
UHMK1		1q23.3	AMP	108	816	13.2%	No
FCRLB		1q23.3	AMP	108	816	13.2%	No
LELP1		1q21.3	AMP	108	816	13.2%	No
CNBD1		8q21.3	AMP	108	816	13.2%	No
SPATA46		1q23.3	AMP	108	816	13.2%	No
ZNF678		1q42.13	AMP	108	816	13.2%	No
PRSS38		1q42.13	AMP	108	816	13.2%	No
LCE1B		1q21.3	AMP	108	816	13.2%	No
LCE1C		1q21.3	AMP	108	816	13.2%	No
LCE1D		1q21.3	AMP	108	816	13.2%	No
LCE1E		1q21.3	AMP	108	816	13.2%	No
LCE1F		1q21.3	AMP	108	816	13.2%	No
C1ORF226		1q23.3	AMP	108	816	13.2%	No
PRR9		1q21.3	AMP	108	816	13.2%	No
RNA5SP77		1q42.13	AMP	108	816	13.2%	No
RNA5SP78		1q42.13	AMP	108	816	13.2%	No
COPA		1q23.2	AMP	107	816	13.1%	No
ELK4		1q32.1	AMP	107	816	13.1%	Yes
IL6R		1q21.3	AMP	107	816	13.1%	No
KISS1		1q32.1	AMP	107	816	13.1%	No
LBR		1q42.12	AMP	107	816	13.1%	No
PSEN2		1q42.13	AMP	107	816	13.1%	No
PEX19		1q23.2	AMP	107	816	13.1%	No
REN		1q32.1	AMP	107	816	13.1%	No
S100A2		1q21.3	AMP	107	816	13.1%	No
S100A3		1q21.3	AMP	107	816	13.1%	No
S100A4		1q21.3	AMP	107	816	13.1%	No
S100A5		1q21.3	AMP	107	816	13.1%	No
S100A6		1q21.3	AMP	107	816	13.1%	No
UAP1		1q23.3	AMP	107	816	13.1%	No
SPRR2B		1q21.3	AMP	107	816	13.1%	No
SPRR2G		1q21.3	AMP	107	816	13.1%	No
DEGS1		1q42.11	AMP	107	816	13.1%	No
SOX13		1q32.1	AMP	107	816	13.1%	No
TMCC2		1q32.1	AMP	107	816	13.1%	No
FBXO28		1q42.11	AMP	107	816	13.1%	No
NCSTN		1q23.2	AMP	107	816	13.1%	Yes
ADGRA2		8p11.23	AMP	107	816	13.1%	Yes
NSD3		8p11.23	AMP	107	816	13.1%	Yes
ETNK2		1q32.1	AMP	107	816	13.1%	No
SLAMF8		1q23.2	AMP	107	816	13.1%	No
COQ8A		1q42.13	AMP	107	816	13.1%	No
JMJD4		1q42.13	AMP	107	816	13.1%	No
ZNF703	0	8p11.23	AMP	107	816	13.1%	Yes
NUAK2		1q32.1	AMP	107	816	13.1%	No
MIXL1		1q42.12	AMP	107	816	13.1%	No
PPP1R15B		1q32.1	AMP	107	816	13.1%	No
DCAF4L2		8q21.3	AMP	107	816	13.1%	No
MFSD4A		1q32.1	AMP	107	816	13.1%	No
SNHG28		1q23.2	AMP	107	816	13.1%	No
LIN9		1q42.12	AMP	107	816	13.1%	No
S100A7A		1q21.3	AMP	107	816	13.1%	No
FCRL6		1q23.2	AMP	107	816	13.1%	No
VSIG8		1q23.2	AMP	107	816	13.1%	No
S100A7L2		1q21.3	AMP	107	816	13.1%	No
ZBED6		1q32.1	AMP	107	816	13.1%	No
RNA5SP61		1q23.3	AMP	107	816	13.1%	No
RNA5SP75		1q32.1	AMP	107	816	13.1%	No
RNA5SP272		8q21.3	AMP	107	816	13.1%	No
PARP1		1q42.12	AMP	106	816	13.0%	Yes
APCS		1q23.2	AMP	106	816	13.0%	No
ATP2B4		1q32.1	AMP	106	816	13.0%	No
H3F3A		1q42.12	AMP	106	816	13.0%	Yes
ILF2		1q21.3	AMP	106	816	13.0%	No
ITPKB		1q42.12	AMP	106	816	13.0%	No
IVL		1q21.3	AMP	106	816	13.0%	No
NHLH1		1q23.2	AMP	106	816	13.0%	No
NPR1		1q21.3	AMP	106	816	13.0%	No
DDR2		1q23.3	AMP	106	816	13.0%	Yes
CDK18		1q32.1	AMP	106	816	13.0%	No
S100A1		1q21.3	AMP	106	816	13.0%	No
S100A13		1q21.3	AMP	106	816	13.0%	No
SNRPE		1q32.1	AMP	106	816	13.0%	No
SPRR1A		1q21.3	AMP	106	816	13.0%	No
SPRR1B		1q21.3	AMP	106	816	13.0%	No
SPRR2A		1q21.3	AMP	106	816	13.0%	No
SPRR2D		1q21.3	AMP	106	816	13.0%	No
SPRR2E		1q21.3	AMP	106	816	13.0%	No
SPRR2F		1q21.3	AMP	106	816	13.0%	No
SPRR3		1q21.3	AMP	106	816	13.0%	No
TLR5		1q41	AMP	106	816	13.0%	No
NFASC		1q32.1	AMP	106	816	13.0%	No
DDHD2		8p11.23	AMP	106	816	13.0%	No
SNAPIN		1q21.3	AMP	106	816	13.0%	No
CHTOP		1q21.3	AMP	106	816	13.0%	No
LAX1		1q32.1	AMP	106	816	13.0%	No
DUSP23		1q23.2	AMP	106	816	13.0%	No
SUSD4		1q41	AMP	106	816	13.0%	No
ENAH		1q42.12	AMP	106	816	13.0%	No
S100A14		1q21.3	AMP	106	816	13.0%	No
NUCKS1		1q32.1	AMP	106	816	13.0%	No
ACBD3		1q42.12	AMP	106	816	13.0%	No
INTS3		1q21.3	AMP	106	816	13.0%	No
SLC45A3		1q32.1	AMP	106	816	13.0%	Yes
NUP210L		1q21.3	AMP	106	816	13.0%	No
LEMD1		1q32.1	AMP	106	816	13.0%	No
S100A16		1q21.3	AMP	106	816	13.0%	No
SPRR4		1q21.3	AMP	106	816	13.0%	No
LINC00303		1q32.1	AMP	106	816	13.0%	No
STUM		1q42.12	AMP	106	816	13.0%	No
CAPN8		1q41	AMP	106	816	13.0%	No
ADAR		1q21.3	AMP	105	816	12.9%	No
CAPN2		1q41	AMP	105	816	12.9%	No
CHRNB2		1q21.3	AMP	105	816	12.9%	No
CRP		1q23.2	AMP	105	816	12.9%	No
EIF4EBP1		8p11.23	AMP	105	816	12.9%	No
EPHX1		1q42.12	AMP	105	816	12.9%	No
ERBB2	0	17q12	AMP	105	816	12.9%	Yes
FCER1A		1q23.2	AMP	105	816	12.9%	No
FGFR1		8p11.23	AMP	105	816	12.9%	Yes
FMOD		1q32.1	AMP	105	816	12.9%	No
PRELP		1q32.1	AMP	105	816	12.9%	No
RBBP5		1q32.1	AMP	105	816	12.9%	No
CNTN2		1q32.1	AMP	105	816	12.9%	No
LEFTY2		1q42.12	AMP	105	816	12.9%	No
TPM3		1q21.3	AMP	105	816	12.9%	Yes
UCK2		1q24.1	AMP	105	816	12.9%	No
BTG2		1q32.1	AMP	105	816	12.9%	Yes
RAB29		1q32.1	AMP	105	816	12.9%	No
BAG4		8p11.23	AMP	105	816	12.9%	No
TMEM63A		1q42.12	AMP	105	816	12.9%	No
UBAP2L		1q21.3	AMP	105	816	12.9%	No
HAX1		1q21.3	AMP	105	816	12.9%	No
LEFTY1		1q42.12	AMP	105	816	12.9%	No
SLC27A3		1q21.3	AMP	105	816	12.9%	No
PLPBP		8p11.23	AMP	105	816	12.9%	No
C1ORF43		1q21.3	AMP	105	816	12.9%	No
OPTC		1q32.1	AMP	105	816	12.9%	No
OR10J1		1q23.2	AMP	105	816	12.9%	No
PYCR2		1q42.12	AMP	105	816	12.9%	No
IL20		1q32.1	AMP	105	816	12.9%	No
UBE2Q1		1q21.3	AMP	105	816	12.9%	No
ATP8B2		1q21.3	AMP	105	816	12.9%	No
DISP1		1q41	AMP	105	816	12.9%	No
PGAP3	0	17q12	AMP	105	816	12.9%	No
TDRD10		1q21.3	AMP	105	816	12.9%	No
SHE		1q21.3	AMP	105	816	12.9%	No
OR10J5		1q23.2	AMP	105	816	12.9%	No
LETM2		8p11.23	AMP	105	816	12.9%	No
SDE2		1q42.12	AMP	105	816	12.9%	No
CCDC185		1q41	AMP	105	816	12.9%	No
C1ORF189		1q21.3	AMP	105	816	12.9%	No
TMEM81		1q32.1	AMP	105	816	12.9%	No
OR10J4		1q23.2	AMP	105	816	12.9%	No
OR10J3		1q23.2	AMP	105	816	12.9%	No
ADORA1		1q32.1	AMP	104	816	12.7%	No
ALDH9A1		1q24.1	AMP	104	816	12.7%	No
CD34		1q32.2	AMP	104	816	12.7%	No
CHI3L1		1q32.1	AMP	104	816	12.7%	No
CHIT1		1q32.1	AMP	104	816	12.7%	No
GRB7		17q12	AMP	104	816	12.7%	No
CD46		1q32.2	AMP	104	816	12.7%	No
MYBPH		1q32.1	AMP	104	816	12.7%	No
PIGR		1q32.1	AMP	104	816	12.7%	No
SRP9		1q42.12	AMP	104	816	12.7%	No
TACC1		8p11.22	AMP	104	816	12.7%	No
ASH2L		8p11.23	AMP	104	816	12.7%	No
FCMR		1q32.1	AMP	104	816	12.7%	No
MAPKAPK2		1q32.1	AMP	104	816	12.7%	No
AIM2		1q23.1-q23.2	AMP	104	816	12.7%	No
IL24		1q32.1	AMP	104	816	12.7%	No
DSTYK		1q32.1	AMP	104	816	12.7%	No
LSM1		8p11.23	AMP	104	816	12.7%	No
HSD17B7		1q23.3	AMP	104	816	12.7%	No
TMCO1		1q24.1	AMP	104	816	12.7%	No
GATAD2B		1q21.3	AMP	104	816	12.7%	No
RAB11FIP1		8p11.23	AMP	104	816	12.7%	No
AQP10		1q21.3	AMP	104	816	12.7%	No
SLC41A1		1q32.1	AMP	104	816	12.7%	No
MIR29B2CHG		1q32.2	AMP	104	816	12.7%	No
CD1D		1q23.1	AMP	103	816	12.6%	No
CTSE		1q32.1	AMP	103	816	12.6%	No
ACKR1		1q23.2	AMP	103	816	12.6%	No
IFI16		1q23.1	AMP	103	816	12.6%	No
IL10		1q32.1	AMP	103	816	12.6%	Yes
LMX1A		1q23.3	AMP	103	816	12.6%	No
MGST3		1q24.1	AMP	103	816	12.6%	No
MYOG		1q32.1	AMP	103	816	12.6%	No
PPP1R12B		1q32.1	AMP	103	816	12.6%	No
PLXNA2		1q32.2	AMP	103	816	12.6%	No
PNMT	0	17q12	AMP	103	816	12.6%	No
RAB13		1q21.3	AMP	103	816	12.6%	No
RPS27		1q21.3	AMP	103	816	12.6%	No
DYRK3		1q32.1	AMP	103	816	12.6%	No
PPFIA4		1q32.1	AMP	103	816	12.6%	No
TCAP	0	17q12	AMP	103	816	12.6%	No
TAF1A		1q41	AMP	103	816	12.6%	No
JTB		1q21.3	AMP	103	816	12.6%	No
STARD3	0	17q12	AMP	103	816	12.6%	No
DUSP10		1q41	AMP	103	816	12.6%	No
SLC39A1		1q21.3	AMP	103	816	12.6%	No
IL19		1q32.1	AMP	103	816	12.6%	No
ADIPOR1		1q32.1	AMP	103	816	12.6%	No
CYB5R1		1q32.1	AMP	103	816	12.6%	No
CADM3		1q23.2	AMP	103	816	12.6%	No
AIDA		1q41	AMP	103	816	12.6%	No
FCAMR		1q32.1	AMP	103	816	12.6%	No
MIEN1		17q12	AMP	103	816	12.6%	No
TMEM183A		1q32.1	AMP	103	816	12.6%	No
SLC26A9		1q32.1	AMP	103	816	12.6%	No
CREB3L4		1q21.3	AMP	103	816	12.6%	No
BROX		1q41	AMP	103	816	12.6%	No
PM20D1		1q32.1	AMP	103	816	12.6%	No
PYHIN1		1q23.1	AMP	103	816	12.6%	No
MIA3		1q41	AMP	103	816	12.6%	No
FAM177B		1q41	AMP	103	816	12.6%	No
FAM72A		1q32.1	AMP	103	816	12.6%	No
RPS20P22		8p11.23	AMP	103	816	12.6%	No
RNA5SP60		1q23.2	AMP	103	816	12.6%	No
ADRB3		8p11.23	AMP	102	816	12.5%	No
CD1A		1q23.1	AMP	102	816	12.5%	No
CD1C		1q23.1	AMP	102	816	12.5%	No
CD5L		1q23.1	AMP	102	816	12.5%	No
CR1L		1q32.2	AMP	102	816	12.5%	No
CD55		1q32.2	AMP	102	816	12.5%	No
EIF2D		1q32.1	AMP	102	816	12.5%	No
MNDA		1q23.1	AMP	102	816	12.5%	No
RABIF		1q32.1	AMP	102	816	12.5%	No
RGS4		1q23.3	AMP	102	816	12.5%	No
STAR		8p11.23	AMP	102	816	12.5%	No
RGS5		1q23.3	AMP	102	816	12.5%	No
DENND4B		1q21.3	AMP	102	816	12.5%	No
CNGB3		8q21.3	AMP	102	816	12.5%	No
MSTO1		1q22	AMP	102	816	12.5%	No
KIRREL1		1q23.1	AMP	102	816	12.5%	No
BRF2		8p11.23	AMP	102	816	12.5%	No
KLHL12		1q32.1	AMP	102	816	12.5%	No
C1ORF116		1q32.1	AMP	102	816	12.5%	No
HHIPL2		1q41	AMP	102	816	12.5%	No
NUF2		1q23.3	AMP	102	816	12.5%	Yes
RASSF5		1q32.1	AMP	102	816	12.5%	No
PPP1R1B	0	17q12	AMP	102	816	12.5%	No
PLPP5		8p11.23	AMP	102	816	12.5%	No
CRTC2		1q21.3	AMP	102	816	12.5%	No
CCDC190		1q23.3	AMP	102	816	12.5%	No
OR10R2		1q23.1	AMP	102	816	12.5%	No
C8ORF86		8p11.22	AMP	102	816	12.5%	No
OR10K1		1q23.1	AMP	102	816	12.5%	No
LRRC52		1q24.1	AMP	102	816	12.5%	No
AVPR1B		1q32.1	AMP	101	816	12.4%	No
C4BPA		1q32.2	AMP	101	816	12.4%	No
C4BPB		1q32.1	AMP	101	816	12.4%	No
CD1B		1q23.1	AMP	101	816	12.4%	No
CD1E		1q23.1	AMP	101	816	12.4%	No
CR1		1q32.2	AMP	101	816	12.4%	No
