Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
GCSAML-AS1		1q44	AMP	479	2173	22.0%	No
LCE4A		1q21.3	AMP	479	2173	22.0%	No
OR2T6		1q44	AMP	479	2173	22.0%	No
OR2T3		1q44	AMP	479	2173	22.0%	No
LCE2A		1q21.3	AMP	479	2173	22.0%	No
OR2L8		1q44	AMP	479	2173	22.0%	No
OR2AK2		1q44	AMP	479	2173	22.0%	No
OR2M7		1q44	AMP	479	2173	22.0%	No
OR2T2		1q44	AMP	479	2173	22.0%	No
OR2T5		1q44	AMP	479	2173	22.0%	No
LRRC52		1q24.1	AMP	479	2173	22.0%	No
OR2W5		1q44	AMP	479	2173	22.0%	No
LINC01032		1q31.2	AMP	479	2173	22.0%	No
CFH		1q31.3	AMP	478	2173	22.0%	No
B3GALT2		1q31.2	AMP	478	2173	22.0%	No
LRP12		8q22.3	AMP	478	2173	22.0%	No
OR14C36		1q44	AMP	478	2173	22.0%	No
C1ORF226		1q23.3	AMP	478	2173	22.0%	No
SCARNA3		1q25.1	AMP	478	2173	22.0%	No
DDR2		1q23.3	AMP	477	2173	22.0%	Yes
RGS13		1q31.2	AMP	477	2173	22.0%	No
LPGAT1		1q32.3	AMP	477	2173	22.0%	No
ATF6		1q23.3	AMP	477	2173	22.0%	No
RPS6KC1		1q32.3	AMP	477	2173	22.0%	No
ZNF692		1q44	AMP	477	2173	22.0%	No
ZNF672		1q44	AMP	477	2173	22.0%	No
SH3BP5L		1q44	AMP	477	2173	22.0%	No
SH2D1B		1q23.3	AMP	477	2173	22.0%	No
PGBD2		1q44	AMP	477	2173	22.0%	No
OR2T29		1q44	AMP	477	2173	22.0%	No
OR2G6		1q44	AMP	477	2173	22.0%	No
LGALS8-AS1		1q43	AMP	477	2173	22.0%	No
TBCE		1q42.3	AMP	476	2173	21.9%	No
SLC30A1		1q32.3	AMP	476	2173	21.9%	No
RIMS2		8q22.3	AMP	476	2173	21.9%	No
INTS7		1q32.3	AMP	476	2173	21.9%	No
ARID4B		1q42.3	AMP	476	2173	21.9%	Yes
ZNF695		1q44	AMP	476	2173	21.9%	No
ZNF670		1q44	AMP	476	2173	21.9%	No
OR2T34		1q44	AMP	476	2173	21.9%	No
SPATA46		1q23.3	AMP	476	2173	21.9%	No
UAP1		1q23.3	AMP	475	2173	21.9%	No
ZNF124		1q44	AMP	475	2173	21.9%	No
OLFML2B		1q23.3	AMP	475	2173	21.9%	No
AHCTF1		1q44	AMP	475	2173	21.9%	No
SCCPDH		1q44	AMP	475	2173	21.9%	No
HSD17B7		1q23.3	AMP	475	2173	21.9%	No
DTL		1q32.3	AMP	475	2173	21.9%	No
ZNF496		1q44	AMP	475	2173	21.9%	No
EDARADD		1q42.3-q43	AMP	475	2173	21.9%	No
B3GALNT2		1q42.3	AMP	475	2173	21.9%	No
LCE1F		1q21.3	AMP	475	2173	21.9%	No
OR14I1		1q44	AMP	475	2173	21.9%	No
OR2T27		1q44	AMP	475	2173	21.9%	No
LYPD8		1q44	AMP	475	2173	21.9%	No
PPP2R5A		1q32.3	AMP	474	2173	21.8%	No
RGS1		1q31.2	AMP	474	2173	21.8%	No
GGPS1		1q42.3	AMP	474	2173	21.8%	No
FAM135B		8q24.23	AMP	474	2173	21.8%	No
ZNF669		1q44	AMP	474	2173	21.8%	No
UHMK1		1q23.3	AMP	474	2173	21.8%	No
FAM71A		1q32.3	AMP	474	2173	21.8%	No
VN1R5		1q44	AMP	474	2173	21.8%	No
RD3		1q32.3	AMP	474	2173	21.8%	No
C1ORF229		1q44	AMP	474	2173	21.8%	No
RGS21		1q31.2	AMP	474	2173	21.8%	No
RPL21P28		1q32.3	AMP	474	2173	21.8%	No
ATF3		1q32.3	AMP	473	2173	21.8%	No
NEK2		1q32.3	AMP	473	2173	21.8%	No
GPR137B		1q42.3	AMP	473	2173	21.8%	No
NENF		1q32.3	AMP	473	2173	21.8%	No
PACC1		1q32.3	AMP	473	2173	21.8%	No
RCOR3		1q32.2-q32.3	AMP	473	2173	21.8%	No
RGS18		1q31.2	AMP	473	2173	21.8%	No
OR2T10		1q44	AMP	473	2173	21.8%	No
OR2T11		1q44	AMP	473	2173	21.8%	No
OR2T35		1q44	AMP	473	2173	21.8%	No
SNORA16B		1q32.3	AMP	473	2173	21.8%	No
GNG4		1q42.3	AMP	472	2173	21.7%	No
PLA2G4A		1q31.1	AMP	472	2173	21.7%	No
TRAF5		1q32.3	AMP	472	2173	21.7%	Yes
BATF3		1q32.3	AMP	472	2173	21.7%	No
VASH2		1q32.3	AMP	472	2173	21.7%	No
HMCN1		1q25.3-q31.1	AMP	472	2173	21.7%	No
LINC00467		1q32.3	AMP	472	2173	21.7%	No
ANGEL2		1q32.3	AMP	472	2173	21.7%	No
COL22A1		8q24.23-q24.3	AMP	472	2173	21.7%	No
LCE3A		1q21.3	AMP	472	2173	21.7%	No
FCGR2B		1q23.3	AMP	471	2173	21.7%	Yes
NSL1		1q32.3	AMP	471	2173	21.7%	No
KCNK9		8q24.3	AMP	471	2173	21.7%	No
LINC01037		1q31.1	AMP	471	2173	21.7%	No
FCGR3B		1q23.3	AMP	470	2173	21.6%	No
LOR		1q21.3	AMP	470	2173	21.6%	No
KIF14		1q32.1	AMP	470	2173	21.6%	No
PRG4		1q31.1	AMP	470	2173	21.6%	No
ARC		8q24.3	AMP	470	2173	21.6%	No
NACA4P		8q22.3	AMP	470	2173	21.6%	No
TATDN3		1q32.3	AMP	470	2173	21.6%	No
CNST		1q44	AMP	470	2173	21.6%	No
HSPA7		1q23.3	AMP	469	2173	21.6%	No
MGST3		1q24.1	AMP	469	2173	21.6%	No
NID1		1q42.3	AMP	469	2173	21.6%	No
FCGR2C		1q23.3	AMP	469	2173	21.6%	No
GRHL2		8q22.3	AMP	469	2173	21.6%	No
DDX59		1q32.1	AMP	469	2173	21.6%	No
NCALD		8q22.3	AMP	469	2173	21.6%	No
LINC00051		8q24.3	AMP	469	2173	21.6%	No
LINC01036		1q31.1	AMP	469	2173	21.6%	No
ALDH9A1		1q24.1	AMP	468	2173	21.5%	No
LYST		1q42.3	AMP	468	2173	21.5%	No
FCGR2A		1q23.3	AMP	468	2173	21.5%	No
FCGR3A		1q23.3	AMP	468	2173	21.5%	No
PTGS2		1q31.1	AMP	468	2173	21.5%	No
TPR		1q31.1	AMP	468	2173	21.5%	Yes
FLVCR1		1q32.3	AMP	468	2173	21.5%	No
ZNF706		8q22.3	AMP	468	2173	21.5%	No
TMCO1		1q24.1	AMP	468	2173	21.5%	No
PGLYRP4		1q21.3	AMP	468	2173	21.5%	No
PGLYRP3		1q21.3	AMP	468	2173	21.5%	No
MROH5		8q24.3	AMP	468	2173	21.5%	No
FLVCR1-DT		1q32.3	AMP	468	2173	21.5%	No
HSPA6		1q23.3	AMP	467	2173	21.5%	No
PDC		1q31.1	AMP	467	2173	21.5%	No
S100A9		1q21.3	AMP	467	2173	21.5%	No
UCK2		1q24.1	AMP	467	2173	21.5%	No
OCLM		1q31.1	AMP	467	2173	21.5%	No
RRM2B		8q22.3	AMP	467	2173	21.5%	No
NIBAN1		1q25.3	AMP	467	2173	21.5%	No
TSNARE1		8q24.3	AMP	467	2173	21.5%	No
RPL31P11		1q23.3	AMP	467	2173	21.5%	No
S100A8		1q21.3	AMP	466	2173	21.4%	No
S100A12		1q21.3	AMP	466	2173	21.4%	No
DUSP12		1q23.3	AMP	466	2173	21.4%	No
UBR5		8q22.3	AMP	466	2173	21.4%	Yes
ODR4		1q31.1	AMP	466	2173	21.4%	No
TNN		1q25.1	AMP	466	2173	21.4%	No
FAM78B		1q24.1	AMP	466	2173	21.4%	No
KCNJ10		1q23.2	AMP	465	2173	21.4%	No
JRK		8q24.3	AMP	465	2173	21.4%	No
SWT1		1q25.3	AMP	465	2173	21.4%	No
EDEM3		1q25.3	AMP	465	2173	21.4%	No
C1ORF21		1q25.3	AMP	465	2173	21.4%	No
PIGM		1q23.2	AMP	465	2173	21.4%	No
FCRLB		1q23.3	AMP	465	2173	21.4%	No
KCNJ9		1q23.2	AMP	464	2173	21.4%	No
RNF2		1q25.3	AMP	464	2173	21.4%	No
IVNS1ABP		1q25.3	AMP	464	2173	21.4%	No
IGSF8		1q23.2	AMP	464	2173	21.4%	No
ODF1		8q22.3	AMP	463	2173	21.3%	No
SPAG1		8q22.2	AMP	463	2173	21.3%	No
YWHAZ		8q22.3	AMP	463	2173	21.3%	No
PSCA		8q24.3	AMP	463	2173	21.3%	No
RNF19A		8q22.2	AMP	463	2173	21.3%	No
LY6K		8q24.3	AMP	463	2173	21.3%	No
SLAMF8		1q23.2	AMP	463	2173	21.3%	No
FCRLA		1q23.3	AMP	463	2173	21.3%	No
SEC16B		1q25.2	AMP	463	2173	21.3%	No
ANKRD46		8q22.3	AMP	463	2173	21.3%	No
SNHG28		1q23.2	AMP	463	2173	21.3%	No
FCRL6		1q23.2	AMP	463	2173	21.3%	No
VSIG8		1q23.2	AMP	463	2173	21.3%	No
LINC01133		1q23.2	AMP	463	2173	21.3%	No
ATP1A2		1q23.2	AMP	462	2173	21.3%	No
KLF10		8q22.3	AMP	462	2173	21.3%	No
TAGLN2		1q23.2	AMP	462	2173	21.3%	No
THEM6		8q24.3	AMP	462	2173	21.3%	No
SLURP1		8q24.3	AMP	462	2173	21.3%	No
IGSF9		1q23.2	AMP	462	2173	21.3%	No
TRMT1L		1q25.3	AMP	462	2173	21.3%	No
SLAMF9		1q23.2	AMP	462	2173	21.3%	No
LYPD2		8q24.3	AMP	462	2173	21.3%	No
CFHR1		1q31.3	AMP	461	2173	21.2%	No
LY6D		8q24.3	AMP	461	2173	21.2%	No
CFHR3		1q31.3	AMP	461	2173	21.2%	No
PTP4A3		8q24.3	AMP	461	2173	21.2%	No
LYNX1		8q24.3	AMP	461	2173	21.2%	No
SNX31		8q22.3	AMP	461	2173	21.2%	No
S100A7		1q21.3	AMP	460	2173	21.2%	No
DNM3		1q24.3	AMP	460	2173	21.2%	No
RGS22		8q22.2	AMP	460	2173	21.2%	No
CTHRC1		8q22.3	AMP	460	2173	21.2%	No
FBXO43		8q22.2	AMP	460	2173	21.2%	No
S100A7A		1q21.3	AMP	460	2173	21.2%	No
S100A7L2		1q21.3	AMP	460	2173	21.2%	No
CRP		1q23.2	AMP	459	2173	21.1%	No
NDUFS2		1q23.3	AMP	459	2173	21.1%	No
POLR2K		8q22.2	AMP	459	2173	21.1%	No
FZD6		8q22.3	AMP	459	2173	21.1%	No
GPA33		1q24.1	AMP	459	2173	21.1%	No
DUSP23		1q23.2	AMP	459	2173	21.1%	No
BAALC		8q22.3	AMP	459	2173	21.1%	No
SLC25A32		8q22.3	AMP	459	2173	21.1%	No
FMO9P		1q24.1	AMP	459	2173	21.1%	No
APOA2		1q23.3	AMP	458	2173	21.1%	No
ATP1A4		1q23.2	AMP	458	2173	21.1%	No
ATP6V1C1		8q22.3	AMP	458	2173	21.1%	No
FCER1G		1q23.3	AMP	458	2173	21.1%	No
GPR20		8q24.3	AMP	458	2173	21.1%	No
KCNN3		1q21.3	AMP	458	2173	21.1%	No
PIGC		1q24.3	AMP	458	2173	21.1%	No
PPOX		1q23.3	AMP	458	2173	21.1%	No
USF1		1q23.3	AMP	458	2173	21.1%	No
B4GALT3		1q23.3	AMP	458	2173	21.1%	No
ADAMTS4		1q23.3	AMP	458	2173	21.1%	No
NR1I3		1q23.3	AMP	458	2173	21.1%	No
COLGALT2		1q25.3	AMP	458	2173	21.1%	No
DCAF13		8q22.3	AMP	458	2173	21.1%	No
PABPC1		8q22.3	AMP	458	2173	21.1%	No
USP21		1q23.3	AMP	458	2173	21.1%	No
F11R		1q23.3	AMP	458	2173	21.1%	No
UFC1		1q23.3	AMP	458	2173	21.1%	No
NECTIN4		1q23.3	AMP	458	2173	21.1%	No
TOMM40L		1q23.3	AMP	458	2173	21.1%	No
C1ORF105		1q24.3	AMP	458	2173	21.1%	No
KLHDC9		1q23.3	AMP	458	2173	21.1%	No
ARHGAP30		1q23.3	AMP	458	2173	21.1%	No
TSTD1		1q23.3	AMP	458	2173	21.1%	No
APCS		1q23.2	AMP	457	2173	21.0%	No
FASLG		1q24.3	AMP	457	2173	21.0%	No
NIT1		1q23.3	AMP	457	2173	21.0%	No
PFDN2		1q23.3	AMP	457	2173	21.0%	No
DEDD		1q23.3	AMP	457	2173	21.0%	No
RGL1		1q25.3	AMP	457	2173	21.0%	No
POGK		1q24.1	AMP	457	2173	21.0%	No
MAEL		1q24.1	AMP	457	2173	21.0%	No
TSEN15		1q25.3	AMP	457	2173	21.0%	No
TADA1		1q24.1	AMP	457	2173	21.0%	No
ILDR2		1q24.1	AMP	457	2173	21.0%	No
DNM3OS		1q24.3	AMP	457	2173	21.0%	No
CASQ1		1q23.2	AMP	456	2173	21.0%	No
PEA15		1q23.2	AMP	456	2173	21.0%	No
SUCO		1q24.3	AMP	456	2173	21.0%	No
SLC45A4		8q24.3	AMP	456	2173	21.0%	No
DUSP27		1q24.1	AMP	456	2173	21.0%	No
CACNA1E		1q25.3	AMP	455	2173	20.9%	No
CKS1B		1q21.3	AMP	455	2173	20.9%	Yes
COPA		1q23.2	AMP	455	2173	20.9%	No
EFNA3		1q21.3	AMP	455	2173	20.9%	No
EFNA4		1q21.3	AMP	455	2173	20.9%	No
FMO2		1q24.3	AMP	455	2173	20.9%	No
NHLH1		1q23.2	AMP	455	2173	20.9%	No
PTK2		8q24.3	AMP	455	2173	20.9%	No
PEX19		1q23.2	AMP	455	2173	20.9%	No
SHC1		1q21.3	AMP	455	2173	20.9%	No
TNFSF4		1q25.1	AMP	455	2173	20.9%	No
ADAM15		1q21.3	AMP	455	2173	20.9%	No
NCSTN		1q23.2	AMP	455	2173	20.9%	Yes
OR10J1		1q23.2	AMP	455	2173	20.9%	No
DCAF8		1q23.2	AMP	455	2173	20.9%	No
ZBTB7B		1q21.3	AMP	455	2173	20.9%	No
AZIN1		8q22.3	AMP	455	2173	20.9%	No
LENEP		1q21.3	AMP	455	2173	20.9%	No
MROH9		1q24.3	AMP	455	2173	20.9%	No
FLAD1		1q21.3	AMP	455	2173	20.9%	No
SHCBP1L		1q25.3	AMP	455	2173	20.9%	No
OR10J5		1q23.2	AMP	455	2173	20.9%	No
DCST2		1q21.3	AMP	455	2173	20.9%	No
ITLN2		1q23.3	AMP	455	2173	20.9%	No
DCST1		1q21.3	AMP	455	2173	20.9%	No
VPS13B		8q22.2	AMP	455	2173	20.9%	No
FMO6P		1q24.3	AMP	455	2173	20.9%	No
SUMO1P3		1q23.2	AMP	455	2173	20.9%	No
PCP4L1		1q23.3	AMP	455	2173	20.9%	No
COX6C		8q22.2	AMP	454	2173	20.9%	No
DHX9		1q25.3	AMP	454	2173	20.9%	No
DPT		1q24.2	AMP	454	2173	20.9%	No
FMO3		1q24.3	AMP	454	2173	20.9%	No
LAMC1		1q25.3	AMP	454	2173	20.9%	No
LAMC2		1q25.3	AMP	454	2173	20.9%	No
SDHC		1q23.3	AMP	454	2173	20.9%	Yes
SLAMF1		1q23.3	AMP	454	2173	20.9%	No
VANGL2		1q23.2	AMP	454	2173	20.9%	No
ZNF648		1q25.3	AMP	454	2173	20.9%	No
CD48		1q23.3	AMP	453	2173	20.8%	No
CYP11B1		8q24.3	AMP	453	2173	20.8%	No
EFNA1		1q22	AMP	453	2173	20.8%	No
FMO1		1q24.3	AMP	453	2173	20.8%	No
GLUL		1q25.3	AMP	453	2173	20.8%	No
GML		8q24.3	AMP	453	2173	20.8%	No
LY9		1q23.3	AMP	453	2173	20.8%	No
MPZ		1q23.3	AMP	453	2173	20.8%	No
NCF2		1q25.3	AMP	453	2173	20.8%	No
PRRX1		1q24.2	AMP	453	2173	20.8%	Yes
RGS16		1q25.3	AMP	453	2173	20.8%	No
TOP1P1		1q24.3	AMP	453	2173	20.8%	No
CD84		1q23.3	AMP	453	2173	20.8%	No
SMG7		1q25.3	AMP	453	2173	20.8%	No
ARPC5		1q25.3	AMP	453	2173	20.8%	No
PMVK		1q21.3	AMP	453	2173	20.8%	No
DENND3		8q24.3	AMP	453	2173	20.8%	No
KIFAP3		1q24.2	AMP	453	2173	20.8%	No
NMNAT2		1q25.3	AMP	453	2173	20.8%	No
EEF1AKNMT		1q24.3	AMP	453	2173	20.8%	No
CD244		1q23.3	AMP	453	2173	20.8%	No
ITLN1		1q23.3	AMP	453	2173	20.8%	No
PBXIP1		1q21.3	AMP	453	2173	20.8%	No
SLAMF7		1q23.3	AMP	453	2173	20.8%	No
NPL		1q25.3	AMP	453	2173	20.8%	No
TRAPPC9		8q24.3	AMP	453	2173	20.8%	No
PYGO2		1q21.3	AMP	453	2173	20.8%	No
SLAMF6		1q23.2-q23.3	AMP	453	2173	20.8%	No
TEDDM1		1q25.3	AMP	453	2173	20.8%	No
SMG7-AS1		1q25.3	AMP	453	2173	20.8%	No
LINC00272		1q25.3	AMP	453	2173	20.8%	No
APOBEC4		1q25.3	AMP	453	2173	20.8%	No
DNM3-IT1		1q24.3	AMP	453	2173	20.8%	No
CYP11B2		8q24.3	AMP	452	2173	20.8%	No
FMO4		1q24.3	AMP	452	2173	20.8%	No
MTX1		1q22	AMP	452	2173	20.8%	No
MUC1		1q22	AMP	452	2173	20.8%	Yes
RNASEL		1q25.3	AMP	452	2173	20.8%	No
XCL1		1q24.2	AMP	452	2173	20.8%	No
THBS3		1q22	AMP	452	2173	20.8%	No
TNFSF18		1q25.1	AMP	452	2173	20.8%	No
DPM3		1q22	AMP	452	2173	20.8%	No
SLC50A1		1q22	AMP	452	2173	20.8%	No
LINC00626		1q24.2	AMP	452	2173	20.8%	No
TRIM46		1q22	AMP	452	2173	20.8%	No
RGS8		1q25.3	AMP	452	2173	20.8%	No
KRTCAP2		1q22	AMP	452	2173	20.8%	No
OR10J3		1q23.2	AMP	452	2173	20.8%	No
FCER1A		1q23.2	AMP	451	2173	20.8%	No
GBAP1		1q22	AMP	451	2173	20.8%	No
VAMP4		1q24.3	AMP	451	2173	20.8%	No
AGO2		8q24.3	AMP	451	2173	20.8%	Yes
CADM3		1q23.2	AMP	451	2173	20.8%	No
LCE1D		1q21.3	AMP	451	2173	20.8%	No
CDC42P3		8q24.3	AMP	451	2173	20.8%	No
LINC00970		1q24.2	AMP	451	2173	20.8%	No
ATP1B1		1q24.2	AMP	450	2173	20.7%	No
GBA		1q22	AMP	450	2173	20.7%	No
MYOC		1q24.3	AMP	450	2173	20.7%	No
POU2F1		1q24.2	AMP	450	2173	20.7%	No
S100A2		1q21.3	AMP	450	2173	20.7%	No
S100A3		1q21.3	AMP	450	2173	20.7%	No
S100A4		1q21.3	AMP	450	2173	20.7%	No
S100A5		1q21.3	AMP	450	2173	20.7%	No
S100A6		1q21.3	AMP	450	2173	20.7%	No
SELE		1q24.2	AMP	450	2173	20.7%	No
SELP		1q24.2	AMP	450	2173	20.7%	No
AIM2		1q23.1-q23.2	AMP	450	2173	20.7%	No
SCAMP3		1q22	AMP	450	2173	20.7%	No
FAM189B		1q22	AMP	450	2173	20.7%	No
PRRC2C		1q24.3	AMP	450	2173	20.7%	No
SNAPIN		1q21.3	AMP	450	2173	20.7%	No
CHTOP		1q21.3	AMP	450	2173	20.7%	No
NME7		1q24.2	AMP	450	2173	20.7%	No
CCDC181		1q24.2	AMP	450	2173	20.7%	No
S100A16		1q21.3	AMP	450	2173	20.7%	No
METTL11B		1q24.2	AMP	450	2173	20.7%	No
TMEM64		8q21.3	AMP	450	2173	20.7%	No
RGSL1		1q25.3	AMP	450	2173	20.7%	No
CD247		1q24.2	AMP	449	2173	20.7%	No
CLK2		1q22	AMP	449	2173	20.7%	No
S100A1		1q21.3	AMP	449	2173	20.7%	No
S100A13		1q21.3	AMP	449	2173	20.7%	No
SELL		1q24.2	AMP	449	2173	20.7%	No
XCL2		1q24.2	AMP	449	2173	20.7%	No
BLZF1		1q24.2	AMP	449	2173	20.7%	No
SLC19A2		1q24.2	AMP	449	2173	20.7%	No
CHRAC1		8q24.3	AMP	449	2173	20.7%	No
C1ORF112		1q24.2	AMP	449	2173	20.7%	No
SCYL3		1q24.2	AMP	449	2173	20.7%	No
S100A14		1q21.3	AMP	449	2173	20.7%	No
METTL18		1q24.2	AMP	449	2173	20.7%	No
LINC01142		1q24.2	AMP	449	2173	20.7%	No
CHRNB2		1q21.3	AMP	448	2173	20.6%	No
F5		1q24.2	AMP	448	2173	20.6%	No
ILF2		1q21.3	AMP	448	2173	20.6%	No
LY6E		8q24.3	AMP	448	2173	20.6%	No
CREG1		1q24.2	AMP	448	2173	20.6%	No
ZC3H3		8q24.3	AMP	448	2173	20.6%	No
UBE2Q1		1q21.3	AMP	448	2173	20.6%	No
FCRL2		1q23.1	AMP	448	2173	20.6%	No
GORAB		1q24.2	AMP	448	2173	20.6%	No
FCRL1		1q23.1	AMP	448	2173	20.6%	No
FCRL3		1q23.1	AMP	448	2173	20.6%	No
TDRD10		1q21.3	AMP	448	2173	20.6%	No
LRRC71		1q23.1	AMP	448	2173	20.6%	No
C8ORF31		8q24.3	AMP	448	2173	20.6%	No
UBE2Q1-AS1		1q21.3	AMP	448	2173	20.6%	No
ADAR		1q21.3	AMP	447	2173	20.6%	No
IFI16		1q23.1	AMP	447	2173	20.6%	No
PKLR		1q22	AMP	447	2173	20.6%	No
ADCY10		1q24.2	AMP	447	2173	20.6%	No
HCN3		1q22	AMP	447	2173	20.6%	No
RCSD1		1q24.2	AMP	447	2173	20.6%	No
PYHIN1		1q23.1	AMP	447	2173	20.6%	No
CYCSP52		1q23.1	AMP	447	2173	20.6%	No
PEAR1		1q23.1	AMP	447	2173	20.6%	No
ETV3L		1q23.1	AMP	447	2173	20.6%	No
LINC01030		8q21.3	AMP	447	2173	20.6%	No
CD1B		1q23.1	AMP	446	2173	20.5%	No
CD5L		1q23.1	AMP	446	2173	20.5%	No
CDH17		8q22.1	AMP	446	2173	20.5%	No
EEF1D		8q24.3	AMP	446	2173	20.5%	No
ETV3		1q23.1	AMP	446	2173	20.5%	No
FDPS		1q22	AMP	446	2173	20.5%	No
GEM		8q22.1	AMP	446	2173	20.5%	No
NPR1		1q21.3	AMP	446	2173	20.5%	No
PRDX6		1q25.1	AMP	446	2173	20.5%	No
ARHGEF11		1q23.1	AMP	446	2173	20.5%	No
RABGAP1L		1q25.1	AMP	446	2173	20.5%	No
RUSC1		1q22	AMP	446	2173	20.5%	No
CACYBP		1q25.1	AMP	446	2173	20.5%	No
PDP1		8q22.1	AMP	446	2173	20.5%	No
GSDMD		8q24.3	AMP	446	2173	20.5%	No
FCRL4		1q23.1	AMP	446	2173	20.5%	Yes
SHE		1q21.3	AMP	446	2173	20.5%	No
RC3H1		1q25.1	AMP	446	2173	20.5%	No
RUSC1-AS1		1q22	AMP	446	2173	20.5%	No
MROH6		8q24.3	AMP	446	2173	20.5%	No
CD1C		1q23.1	AMP	445	2173	20.5%	No
CD1E		1q23.1	AMP	445	2173	20.5%	No
LY6H		8q24.3	AMP	445	2173	20.5%	No
MNDA		1q23.1	AMP	445	2173	20.5%	No
NTRK1		1q23.1	AMP	445	2173	20.5%	Yes
MRPS14		1q25.1	AMP	445	2173	20.5%	No
NECAB1		8q21.3	AMP	445	2173	20.5%	No
PYCR3		8q24.3	AMP	445	2173	20.5%	No
FCRL5		1q23.1	AMP	445	2173	20.5%	No
TIGD5		8q24.3	AMP	445	2173	20.5%	No
OR10T2		1q23.1	AMP	445	2173	20.5%	No
OR6K3		1q23.1	AMP	445	2173	20.5%	No
LINC00534		8q21.3	AMP	445	2173	20.5%	No
GLI4		8q24.3	AMP	444	2173	20.4%	No
INSRR		1q23.1	AMP	444	2173	20.4%	No
TSTA3		8q24.3	AMP	444	2173	20.4%	No
MPZL1		1q24.2	AMP	444	2173	20.4%	No
TBX19		1q24.2	AMP	444	2173	20.4%	No
ZNF623		8q24.3	AMP	444	2173	20.4%	No
PUF60		8q24.3	AMP	444	2173	20.4%	No
SCRIB		8q24.3	AMP	444	2173	20.4%	No
MPC2		1q24.2	AMP	444	2173	20.4%	No
KLHL20		1q25.1	AMP	444	2173	20.4%	No
KIRREL1		1q23.1	AMP	444	2173	20.4%	No
RHPN1-AS1		8q24.3	AMP	444	2173	20.4%	No
OR6N2		1q23.1	AMP	444	2173	20.4%	No
EPPK1		8q24.3	AMP	444	2173	20.4%	No
RHPN1		8q24.3	AMP	444	2173	20.4%	No
TOP1MT		8q24.3	AMP	444	2173	20.4%	No
MAPK15		-	AMP	444	2173	20.4%	No
SLC9C2		1q25.1	AMP	444	2173	20.4%	No
ZNF707		8q24.3	AMP	444	2173	20.4%	No
FAM83H		8q24.3	AMP	444	2173	20.4%	No
ZFP41		8q24.3	AMP	444	2173	20.4%	No
NRBP2		8q24.3	AMP	444	2173	20.4%	No
MAFA		8q24.3	AMP	444	2173	20.4%	No
LINC00535		8q22.1	AMP	444	2173	20.4%	No
POU5F1P4		1q22	AMP	444	2173	20.4%	No
C8ORF88		8q21.3	AMP	444	2173	20.4%	No
FAM83H-AS1		8q24.3	AMP	444	2173	20.4%	No
CCDC166		8q24.3	AMP	444	2173	20.4%	No
RASAL2-AS1		1q25.2	AMP	444	2173	20.4%	No
SERPINC1		1q25.1	AMP	443	2173	20.4%	No
CYC1		8q24.3	AMP	443	2173	20.4%	No
GRINA		8q24.3	AMP	443	2173	20.4%	No
IL6R		1q21.3	AMP	443	2173	20.4%	No
PLEC		8q24.3	AMP	443	2173	20.4%	No
SPTA1		1q23.1	AMP	443	2173	20.4%	No
GPAA1		8q24.3	AMP	443	2173	20.4%	No
SH2D2A		1q23.1	AMP	443	2173	20.4%	No
OPLAH		8q24.3	AMP	443	2173	20.4%	No
OTUD6B		8q21.3	AMP	443	2173	20.4%	No
EXOSC4		8q24.3	AMP	443	2173	20.4%	No
DARS2		1q25.1	AMP	443	2173	20.4%	No
PIP4P2		8q21.3	AMP	443	2173	20.4%	No
DCAF6		1q24.2	AMP	443	2173	20.4%	No
ASH1L		1q22	AMP	443	2173	20.4%	No
ATP8B2		1q21.3	AMP	443	2173	20.4%	No
GAS5		1q25.1	AMP	443	2173	20.4%	No
INTS3		1q21.3	AMP	443	2173	20.4%	No
ZNF696		8q24.3	AMP	443	2173	20.4%	No
OR6K2		1q23.1	AMP	443	2173	20.4%	No
SHARPIN		8q24.3	AMP	443	2173	20.4%	No
MAF1		8q24.3	AMP	443	2173	20.4%	No
ZBTB37		1q25.1	AMP	443	2173	20.4%	No
PARP10		8q24.3	AMP	443	2173	20.4%	No
TMEM67		8q22.1	AMP	443	2173	20.4%	No
CENPL		1q25.1	AMP	443	2173	20.4%	No
OR6K6		1q23.1	AMP	443	2173	20.4%	No
OR6N1		1q23.1	AMP	443	2173	20.4%	No
GPIHBP1		8q24.3	AMP	443	2173	20.4%	No
ANKRD45		1q25.1	AMP	443	2173	20.4%	No
SPATC1		8q24.3	AMP	443	2173	20.4%	No
RBM12B		8q22.1	AMP	443	2173	20.4%	No
OR10K2		1q23.1	AMP	443	2173	20.4%	No
OR10K1		1q23.1	AMP	443	2173	20.4%	No
SNORD78		1q25.1	AMP	443	2173	20.4%	No
LRRC69		8q21.3	AMP	443	2173	20.4%	No
GAS5-AS1		1q25.1	AMP	443	2173	20.4%	No
CD1A		1q23.1	AMP	442	2173	20.3%	No
TPM3		1q21.3	AMP	442	2173	20.3%	Yes
RASAL2		1q25.2	AMP	442	2173	20.3%	No
UBAP2L		1q21.3	AMP	442	2173	20.3%	No
SLC27A3		1q21.3	AMP	442	2173	20.3%	No
BOP1		8q24.3	AMP	442	2173	20.3%	No
GPR161		1q24.2	AMP	442	2173	20.3%	No
IER5		1q25.3	AMP	442	2173	20.3%	No
